CatID, ArrRow, ArrCol, PartRow, PartCol, DataFlowID,
0, 4, 4, 1, 32768, 0,
1, 4, 4, 1, 32768, 1,
2, 4, 4, 1, 32768, 2,
3, 4, 4, 2, 16384, 0,
4, 4, 4, 2, 16384, 1,
5, 4, 4, 2, 16384, 2,
6, 4, 4, 4, 8192, 0,
7, 4, 4, 4, 8192, 1,
8, 4, 4, 4, 8192, 2,
9, 4, 4, 8, 4096, 0,
10, 4, 4, 8, 4096, 1,
11, 4, 4, 8, 4096, 2,
12, 4, 4, 16, 2048, 0,
13, 4, 4, 16, 2048, 1,
14, 4, 4, 16, 2048, 2,
15, 4, 4, 32, 1024, 0,
16, 4, 4, 32, 1024, 1,
17, 4, 4, 32, 1024, 2,
18, 4, 4, 64, 512, 0,
19, 4, 4, 64, 512, 1,
20, 4, 4, 64, 512, 2,
21, 4, 4, 128, 256, 0,
22, 4, 4, 128, 256, 1,
23, 4, 4, 128, 256, 2,
24, 4, 4, 256, 128, 0,
25, 4, 4, 256, 128, 1,
26, 4, 4, 256, 128, 2,
27, 4, 4, 512, 64, 0,
28, 4, 4, 512, 64, 1,
29, 4, 4, 512, 64, 2,
30, 4, 4, 1024, 32, 0,
31, 4, 4, 1024, 32, 1,
32, 4, 4, 1024, 32, 2,
33, 4, 4, 2048, 16, 0,
34, 4, 4, 2048, 16, 1,
35, 4, 4, 2048, 16, 2,
36, 4, 4, 4096, 8, 0,
37, 4, 4, 4096, 8, 1,
38, 4, 4, 4096, 8, 2,
39, 4, 4, 8192, 4, 0,
40, 4, 4, 8192, 4, 1,
41, 4, 4, 8192, 4, 2,
42, 4, 4, 16384, 2, 0,
43, 4, 4, 16384, 2, 1,
44, 4, 4, 16384, 2, 2,
45, 4, 4, 32768, 1, 0,
46, 4, 4, 32768, 1, 1,
47, 4, 4, 32768, 1, 2,
48, 4, 8, 1, 16384, 0,
49, 4, 8, 1, 16384, 1,
50, 4, 8, 1, 16384, 2,
51, 8, 4, 1, 16384, 0,
52, 8, 4, 1, 16384, 1,
53, 8, 4, 1, 16384, 2,
54, 4, 8, 2, 8192, 0,
55, 4, 8, 2, 8192, 1,
56, 4, 8, 2, 8192, 2,
57, 8, 4, 2, 8192, 0,
58, 8, 4, 2, 8192, 1,
59, 8, 4, 2, 8192, 2,
60, 4, 8, 4, 4096, 0,
61, 4, 8, 4, 4096, 1,
62, 4, 8, 4, 4096, 2,
63, 8, 4, 4, 4096, 0,
64, 8, 4, 4, 4096, 1,
65, 8, 4, 4, 4096, 2,
66, 4, 8, 8, 2048, 0,
67, 4, 8, 8, 2048, 1,
68, 4, 8, 8, 2048, 2,
69, 8, 4, 8, 2048, 0,
70, 8, 4, 8, 2048, 1,
71, 8, 4, 8, 2048, 2,
72, 4, 8, 16, 1024, 0,
73, 4, 8, 16, 1024, 1,
74, 4, 8, 16, 1024, 2,
75, 8, 4, 16, 1024, 0,
76, 8, 4, 16, 1024, 1,
77, 8, 4, 16, 1024, 2,
78, 4, 8, 32, 512, 0,
79, 4, 8, 32, 512, 1,
80, 4, 8, 32, 512, 2,
81, 8, 4, 32, 512, 0,
82, 8, 4, 32, 512, 1,
83, 8, 4, 32, 512, 2,
84, 4, 8, 64, 256, 0,
85, 4, 8, 64, 256, 1,
86, 4, 8, 64, 256, 2,
87, 8, 4, 64, 256, 0,
88, 8, 4, 64, 256, 1,
89, 8, 4, 64, 256, 2,
90, 4, 8, 128, 128, 0,
91, 4, 8, 128, 128, 1,
92, 4, 8, 128, 128, 2,
93, 8, 4, 128, 128, 0,
94, 8, 4, 128, 128, 1,
95, 8, 4, 128, 128, 2,
96, 4, 8, 256, 64, 0,
97, 4, 8, 256, 64, 1,
98, 4, 8, 256, 64, 2,
99, 8, 4, 256, 64, 0,
100, 8, 4, 256, 64, 1,
101, 8, 4, 256, 64, 2,
102, 4, 8, 512, 32, 0,
103, 4, 8, 512, 32, 1,
104, 4, 8, 512, 32, 2,
105, 8, 4, 512, 32, 0,
106, 8, 4, 512, 32, 1,
107, 8, 4, 512, 32, 2,
108, 4, 8, 1024, 16, 0,
109, 4, 8, 1024, 16, 1,
110, 4, 8, 1024, 16, 2,
111, 8, 4, 1024, 16, 0,
112, 8, 4, 1024, 16, 1,
113, 8, 4, 1024, 16, 2,
114, 4, 8, 2048, 8, 0,
115, 4, 8, 2048, 8, 1,
116, 4, 8, 2048, 8, 2,
117, 8, 4, 2048, 8, 0,
118, 8, 4, 2048, 8, 1,
119, 8, 4, 2048, 8, 2,
120, 4, 8, 4096, 4, 0,
121, 4, 8, 4096, 4, 1,
122, 4, 8, 4096, 4, 2,
123, 8, 4, 4096, 4, 0,
124, 8, 4, 4096, 4, 1,
125, 8, 4, 4096, 4, 2,
126, 4, 8, 8192, 2, 0,
127, 4, 8, 8192, 2, 1,
128, 4, 8, 8192, 2, 2,
129, 8, 4, 8192, 2, 0,
130, 8, 4, 8192, 2, 1,
131, 8, 4, 8192, 2, 2,
132, 4, 8, 16384, 1, 0,
133, 4, 8, 16384, 1, 1,
134, 4, 8, 16384, 1, 2,
135, 8, 4, 16384, 1, 0,
136, 8, 4, 16384, 1, 1,
137, 8, 4, 16384, 1, 2,
138, 4, 16, 1, 8192, 0,
139, 4, 16, 1, 8192, 1,
140, 4, 16, 1, 8192, 2,
141, 8, 8, 1, 8192, 0,
142, 8, 8, 1, 8192, 1,
143, 8, 8, 1, 8192, 2,
144, 16, 4, 1, 8192, 0,
145, 16, 4, 1, 8192, 1,
146, 16, 4, 1, 8192, 2,
147, 4, 16, 2, 4096, 0,
148, 4, 16, 2, 4096, 1,
149, 4, 16, 2, 4096, 2,
150, 8, 8, 2, 4096, 0,
151, 8, 8, 2, 4096, 1,
152, 8, 8, 2, 4096, 2,
153, 16, 4, 2, 4096, 0,
154, 16, 4, 2, 4096, 1,
155, 16, 4, 2, 4096, 2,
156, 4, 16, 4, 2048, 0,
157, 4, 16, 4, 2048, 1,
158, 4, 16, 4, 2048, 2,
159, 8, 8, 4, 2048, 0,
160, 8, 8, 4, 2048, 1,
161, 8, 8, 4, 2048, 2,
162, 16, 4, 4, 2048, 0,
163, 16, 4, 4, 2048, 1,
164, 16, 4, 4, 2048, 2,
165, 4, 16, 8, 1024, 0,
166, 4, 16, 8, 1024, 1,
167, 4, 16, 8, 1024, 2,
168, 8, 8, 8, 1024, 0,
169, 8, 8, 8, 1024, 1,
170, 8, 8, 8, 1024, 2,
171, 16, 4, 8, 1024, 0,
172, 16, 4, 8, 1024, 1,
173, 16, 4, 8, 1024, 2,
174, 4, 16, 16, 512, 0,
175, 4, 16, 16, 512, 1,
176, 4, 16, 16, 512, 2,
177, 8, 8, 16, 512, 0,
178, 8, 8, 16, 512, 1,
179, 8, 8, 16, 512, 2,
180, 16, 4, 16, 512, 0,
181, 16, 4, 16, 512, 1,
182, 16, 4, 16, 512, 2,
183, 4, 16, 32, 256, 0,
184, 4, 16, 32, 256, 1,
185, 4, 16, 32, 256, 2,
186, 8, 8, 32, 256, 0,
187, 8, 8, 32, 256, 1,
188, 8, 8, 32, 256, 2,
189, 16, 4, 32, 256, 0,
190, 16, 4, 32, 256, 1,
191, 16, 4, 32, 256, 2,
192, 4, 16, 64, 128, 0,
193, 4, 16, 64, 128, 1,
194, 4, 16, 64, 128, 2,
195, 8, 8, 64, 128, 0,
196, 8, 8, 64, 128, 1,
197, 8, 8, 64, 128, 2,
198, 16, 4, 64, 128, 0,
199, 16, 4, 64, 128, 1,
200, 16, 4, 64, 128, 2,
201, 4, 16, 128, 64, 0,
202, 4, 16, 128, 64, 1,
203, 4, 16, 128, 64, 2,
204, 8, 8, 128, 64, 0,
205, 8, 8, 128, 64, 1,
206, 8, 8, 128, 64, 2,
207, 16, 4, 128, 64, 0,
208, 16, 4, 128, 64, 1,
209, 16, 4, 128, 64, 2,
210, 4, 16, 256, 32, 0,
211, 4, 16, 256, 32, 1,
212, 4, 16, 256, 32, 2,
213, 8, 8, 256, 32, 0,
214, 8, 8, 256, 32, 1,
215, 8, 8, 256, 32, 2,
216, 16, 4, 256, 32, 0,
217, 16, 4, 256, 32, 1,
218, 16, 4, 256, 32, 2,
219, 4, 16, 512, 16, 0,
220, 4, 16, 512, 16, 1,
221, 4, 16, 512, 16, 2,
222, 8, 8, 512, 16, 0,
223, 8, 8, 512, 16, 1,
224, 8, 8, 512, 16, 2,
225, 16, 4, 512, 16, 0,
226, 16, 4, 512, 16, 1,
227, 16, 4, 512, 16, 2,
228, 4, 16, 1024, 8, 0,
229, 4, 16, 1024, 8, 1,
230, 4, 16, 1024, 8, 2,
231, 8, 8, 1024, 8, 0,
232, 8, 8, 1024, 8, 1,
233, 8, 8, 1024, 8, 2,
234, 16, 4, 1024, 8, 0,
235, 16, 4, 1024, 8, 1,
236, 16, 4, 1024, 8, 2,
237, 4, 16, 2048, 4, 0,
238, 4, 16, 2048, 4, 1,
239, 4, 16, 2048, 4, 2,
240, 8, 8, 2048, 4, 0,
241, 8, 8, 2048, 4, 1,
242, 8, 8, 2048, 4, 2,
243, 16, 4, 2048, 4, 0,
244, 16, 4, 2048, 4, 1,
245, 16, 4, 2048, 4, 2,
246, 4, 16, 4096, 2, 0,
247, 4, 16, 4096, 2, 1,
248, 4, 16, 4096, 2, 2,
249, 8, 8, 4096, 2, 0,
250, 8, 8, 4096, 2, 1,
251, 8, 8, 4096, 2, 2,
252, 16, 4, 4096, 2, 0,
253, 16, 4, 4096, 2, 1,
254, 16, 4, 4096, 2, 2,
255, 4, 16, 8192, 1, 0,
256, 4, 16, 8192, 1, 1,
257, 4, 16, 8192, 1, 2,
258, 8, 8, 8192, 1, 0,
259, 8, 8, 8192, 1, 1,
260, 8, 8, 8192, 1, 2,
261, 16, 4, 8192, 1, 0,
262, 16, 4, 8192, 1, 1,
263, 16, 4, 8192, 1, 2,
264, 4, 32, 1, 4096, 0,
265, 4, 32, 1, 4096, 1,
266, 4, 32, 1, 4096, 2,
267, 8, 16, 1, 4096, 0,
268, 8, 16, 1, 4096, 1,
269, 8, 16, 1, 4096, 2,
270, 16, 8, 1, 4096, 0,
271, 16, 8, 1, 4096, 1,
272, 16, 8, 1, 4096, 2,
273, 32, 4, 1, 4096, 0,
274, 32, 4, 1, 4096, 1,
275, 32, 4, 1, 4096, 2,
276, 4, 32, 2, 2048, 0,
277, 4, 32, 2, 2048, 1,
278, 4, 32, 2, 2048, 2,
279, 8, 16, 2, 2048, 0,
280, 8, 16, 2, 2048, 1,
281, 8, 16, 2, 2048, 2,
282, 16, 8, 2, 2048, 0,
283, 16, 8, 2, 2048, 1,
284, 16, 8, 2, 2048, 2,
285, 32, 4, 2, 2048, 0,
286, 32, 4, 2, 2048, 1,
287, 32, 4, 2, 2048, 2,
288, 4, 32, 4, 1024, 0,
289, 4, 32, 4, 1024, 1,
290, 4, 32, 4, 1024, 2,
291, 8, 16, 4, 1024, 0,
292, 8, 16, 4, 1024, 1,
293, 8, 16, 4, 1024, 2,
294, 16, 8, 4, 1024, 0,
295, 16, 8, 4, 1024, 1,
296, 16, 8, 4, 1024, 2,
297, 32, 4, 4, 1024, 0,
298, 32, 4, 4, 1024, 1,
299, 32, 4, 4, 1024, 2,
300, 4, 32, 8, 512, 0,
301, 4, 32, 8, 512, 1,
302, 4, 32, 8, 512, 2,
303, 8, 16, 8, 512, 0,
304, 8, 16, 8, 512, 1,
305, 8, 16, 8, 512, 2,
306, 16, 8, 8, 512, 0,
307, 16, 8, 8, 512, 1,
308, 16, 8, 8, 512, 2,
309, 32, 4, 8, 512, 0,
310, 32, 4, 8, 512, 1,
311, 32, 4, 8, 512, 2,
312, 4, 32, 16, 256, 0,
313, 4, 32, 16, 256, 1,
314, 4, 32, 16, 256, 2,
315, 8, 16, 16, 256, 0,
316, 8, 16, 16, 256, 1,
317, 8, 16, 16, 256, 2,
318, 16, 8, 16, 256, 0,
319, 16, 8, 16, 256, 1,
320, 16, 8, 16, 256, 2,
321, 32, 4, 16, 256, 0,
322, 32, 4, 16, 256, 1,
323, 32, 4, 16, 256, 2,
324, 4, 32, 32, 128, 0,
325, 4, 32, 32, 128, 1,
326, 4, 32, 32, 128, 2,
327, 8, 16, 32, 128, 0,
328, 8, 16, 32, 128, 1,
329, 8, 16, 32, 128, 2,
330, 16, 8, 32, 128, 0,
331, 16, 8, 32, 128, 1,
332, 16, 8, 32, 128, 2,
333, 32, 4, 32, 128, 0,
334, 32, 4, 32, 128, 1,
335, 32, 4, 32, 128, 2,
336, 4, 32, 64, 64, 0,
